,track_name,final_track_name,clustered_track_name,pianist,mbz_id
240,Whisper Not,whisper not,whisper not,Junior Mance,7234835b-0c2c-4488-a86a-07a5b84e6cd1
241,Blues in the Closet,blues in the closet,blues in the closet,Bud Powell,05a04a2a-29ee-4871-a0a0-60f3aed9e3de
242,Evening Trane,evening trane,evening trane,Hampton Hawes,27f36295-71e2-4ae4-94bf-7196b026da42
243,Summertime,summertime,summertime,McCoy Tyner,a6045451-a1b9-4fd0-bd54-e7e98f86c243
244,Wee,wee,wee,Junior Mance,3e3dc566-f616-4707-b211-3d83f8d0390d
245,High in the Sky,high in the sky,high in the sky,Hampton Hawes,d0b63497-83f1-4900-917a-930a9e356000
246,Rosetta,rosetta,rosetta,John Hicks,10a63490-3a33-41ac-94c8-30c1be97ac93
247,Caravan,caravan,caravan,Thelonious Monk,de606651-4708-41c2-be53-4b722919361c
248,Catch and Release,catch and release,catch and release,Kenny Barron,432b4129-c741-44ff-8d76-87341558edfa
249,Beautiful Love,beautiful love,beautiful love,Kenny Barron,c87abfa6-26fe-45ac-9d29-68522cffd44e
250,Wheatland,wheatland,wheatland,Oscar Peterson,94f2480f-4aa0-4a14-9878-8b4dcac3ce25
251,45 Degree Angle,degree angle,degree angle,Herbie Nichols,87f2d0ff-25b0-4a8f-a3e7-eafa6720b1f0
252,It Could Happen to You,it could happen to you,it could happen to you,Keith Jarrett,058a967c-a132-45e4-ae9d-d5696687e989
253,Nutty,nutty,nutty,Thelonious Monk,e99b4feb-eedc-4b19-b0e3-067ed8ec0b40
254,Ill Remember April,ill remember april,ill remember april,Kenny Drew,cf0eadd8-124f-4f73-8e20-cfd42838498d
255,Waking Up,waking up,waking up,Bill Evans,fd5c2d2d-689e-43b8-aca0-18e9824f0c16
256,Autumn Leaves,autumn leaves,autumn leaves,Bill Evans,5fee1702-be8e-4000-8228-ba9735df5ccf
257,Yesterdays,yesterdays,yesterdays,Bill Evans,43d1c693-92c7-43d5-a655-50fe34a1d5da
258,Blue Skies,blue skies,blue skies,Hampton Hawes,69104518-06fd-46ff-890b-da27fe466f72
259,Autumn Leaves,autumn leaves,autumn leaves,Oscar Peterson,6f9187d0-f0e6-44eb-b9c3-1f5b414b4c7f
260,The Rubber Man,the rubber man,the rubber man,Cedar Walton,9946d28e-c169-4a86-a66f-dce2357e20a2
261,One OClock Jump,one oclock jump,one oclock jump,Teddy Wilson,1631f89f-b418-40a8-926d-6d0adb381f1a
262,In Your Own Sweet Way,in your own sweet way,in your own sweet way,Kenny Drew,3ab72aec-301f-4a82-b8e9-c96c015a6d3f
263,Green Chimneys,green chimneys,green chimneys,Kenny Barron,079c686e-9916-4665-9c02-07546f33052e
264,In Your Own Sweet Way,in your own sweet way,in your own sweet way,Keith Jarrett,df10bb52-304d-441b-ad91-c7b37257b441
265,Elsa,elsa,elsa,Bill Evans,81478259-9859-4770-b5c6-aa1094229276
266,Scrapple from the Apple,i got rhythm,i got rhythm,Keith Jarrett,258353ef-73cc-4d21-b742-62d4e2dac1eb
267,Afro Blue,afro blue,afro blue,McCoy Tyner,86159faa-f31f-4066-ae88-48f570740cb8
268,Someday My Prince Will Come,someday my prince will come,someday my prince will come,Bill Evans,426cf53f-23a9-46c8-96c2-451128bc6cdc
269,My First Love Song,my love song,my love song,Ahmad Jamal,7e4a5118-fe22-4ee6-b416-7752da1440ca
270,Like Someone in Love,like someone in love,like someone in love,Bill Evans,bfd54fcf-277e-4991-a20c-aa5aa2b3c38d
271,Im Getting Sentimental Over You,im getting sentimental over you,im getting sentimental over you,Bill Evans,05ec6a48-aac8-4c8c-88dd-c290658bdb2d
272,Samba Yantra,samba yantra,samba yantra,Chick Corea,b6f28180-2fe4-4743-a68d-61252f235c3f
273,Bird Song,birdsong,bird song,Tommy Flanagan,a40a9735-b92d-4d52-a195-3cc73d098096
274,Very Early,very early,very early,Chick Corea,8435d193-9db1-47e0-b8ce-275d16a6c373
275,My Romance,my romance,my romance,Bill Evans,9737dead-d65c-41c3-9f3d-19f490a22b88
276,Equinox,equinox,equinox,Gene Harris,7e20d7f7-ad86-4c9a-ac7b-ecf4cdc1dbf0
277,Crescent,crescent,crescent,McCoy Tyner,e0091f6e-a6d3-4ccb-93b9-82d53844e547
278,Moanin,moanin,moanin,Oscar Peterson,b9abb4e9-aecb-4fb4-b5c1-4f86dad77642
279,Church Dreams,church dreams,church dreams,Keith Jarrett,f2d04238-57e5-4695-a76f-16f446e2c4a4
280,Wrap Your Troubles in Dreams And Dream Your Troubles Away,wrap your troubles in dreams,wrap your troubles in dreams,Bill Evans,8246298a-0202-4581-9669-3b08369bf2ed
281,Darkside Lightside,darkside lightside,darkside lightside,John Hicks,42071967-68e1-4e1c-a618-580d85fead3d
282,Honeysuckle Rose,honeysuckle rose,honeysuckle rose,Thelonious Monk,6f814215-5a65-450f-94af-d2a594fb821c
283,Blues in F,blues in f,blues in f,Bill Evans,22dcfe38-dd8d-47d6-9cb6-f21d811ad5dd
284,Teach Me Tonight,teach me tonight,teach me tonight,Oscar Peterson,e6cb5958-7895-4f98-911f-e5da68030d12
285,The Best Thing for You,the best thing for you,the best thing for you,Ahmad Jamal,028a8bd8-4910-4e3a-a0bd-e31002ae76bc
286,On the Trail,on the trail,on the trail,Oscar Peterson,c7d26577-ab74-4ea7-a639-d61e47caea3e
287,Summertime,summertime,summertime,Oscar Peterson,00fca871-edbb-428b-807c-8ebd2f490bb7
288,My Funny Valentine,my funny valentine,my funny valentine,Cedar Walton,127df93e-e212-4d37-98ed-d0e99c47021d
289,Out of This World,out of this world,out of this world,Tommy Flanagan,dc958c18-cd3f-464d-8faa-fda33f1f32b8
290,Vierd Blues,vierd blues,vierd blues,Hampton Hawes,dc74e9da-cbd6-4c35-b0d0-9bca980c944e
291,Nutty,nutty,nutty,Thelonious Monk,665a8e00-30d7-47b1-9331-6fc136eb6187
292,In a Sentimental Mood,in a sentimental mood,in a sentimental mood,Bill Evans,f0f5dfc0-95be-49d8-8275-4ced3aa762dc
293,April in Paris,april in paris,april in paris,Ahmad Jamal,b5159e62-2ed2-4fb4-b810-c3a3aa5f33e1
294,The Girl From Ipanema,the girl from ipanema,the girl from ipanema,Hampton Hawes,964dbfb1-4b9e-4c4c-ab6b-49452152603b
295,Tintinyana,tintinyana,tintinyana,Abdullah Ibrahim,6febf37f-bf41-45ac-b4b6-28e73b8e2668
296,Chicken and Dumplins,chicken and dumplins,chicken and dumplins,Bobby Timmons,5a9a5b15-784f-4d11-9e3d-c22ec49eb9e4
297,A Little Busy,a little busy,a little busy,Bobby Timmons,7bb28a45-1ceb-486f-b72d-38d29a7a88aa
298,California Here I Come,california here i come,california here i come,Bill Evans,03fcf9e5-56dd-44f7-b73f-a509be4ca0f1
299,House Party Starting,house party starting,house party starting,Herbie Nichols,93185d9f-ff5a-46d7-be76-6dab7637f62a
300,Do Nothin Till You Hear From Me,do nothin till you hear from me,do nothin till you hear from me,Wynton Kelly,0f6f7a35-a9e2-4a34-9358-71a29f036d68
301,UMMG,upper manhattan medical group,ummg,John Hicks,0704c6cd-c596-411d-9e29-67c800d34e7d
302,The Girl Next Door,the girl next door,the girl next door,Ahmad Jamal,40ce9e9a-8617-47f9-a347-df83c763c5d5
303,March Past,march past,march past,Oscar Peterson,f5594c8c-361b-4d73-b9bf-ab4c227a3101
304,Place St Henri,place st henri,place st henri,Oscar Peterson,0436bd76-0385-497c-887a-08b02ef1c7cc
305,Taking a Chance on Love,taking a chance on love,taking a chance on love,Kenny Drew,e56b56fa-acf9-4cd9-915f-d6c88718d77c
306,Waltz for Debby,waltz for debby,waltz for debby,Bill Evans,9b89daf6-cbf2-4cd2-be87-9054961a2885
307,Just Squeeze Me,squeeze me,just squeeze me,Oscar Peterson,c4507866-baec-46bf-a736-3867a7dc4480
308,Conception,conception,conception,Keith Jarrett,73141b61-2b4a-4dd4-8072-922bff49bdd2
309,Chicago,chicago,chicago,Oscar Peterson,408c6864-b465-4dc3-9180-61512b6596f5
310,When Will the Blues Leave,when will the blues leave,when will the blues leave,Paul Bley,7236ca08-e72d-4042-8610-4a7db9ef7b95
311,Strayhorn Medley Lush Life,lush life,strayhorn lush life,Cedar Walton,48f4b9e4-9285-4d4a-91a5-15ac54d411a8
312,The Only One,the only one,the only one,Kenny Barron,2d0f261a-cd2a-4a15-992e-0881755686bd
313,Dance Line,dance line,dance line,Herbie Nichols,5b30ce92-156f-450f-8de2-cd448fbf8fce
314,Youd Be So Nice to Come Home To,youd be so nice to come home to,youd be so nice to come home to,Paul Bley,b1a92248-3964-486a-ae77-52be5f603d6b
315,Spain,spain,spain,Chick Corea,5c5694dd-e25c-455a-bb1f-40e78a1e4dec
316,Someday My Prince Will Come,someday my prince will come,someday my prince will come,Bill Evans,f48fa3a7-deb3-4905-af93-873f70602905
317,Arrival,arrival,arrival,Hank Jones,e6947cf9-ac50-4e24-bb0c-40082af66f4c
318,Know Not One,know not one,know not one,Bobby Timmons,e9cfaeef-e214-40b0-90b3-dab4b32bee91
319,Emily,emily,emily,Bill Evans,ea48b0a5-0e5d-4dcb-a9a7-b50e52dab1f2
320,All of Me,all of me,all of me,Oscar Peterson,a5c47a7e-27ae-430f-8343-5fd602121103
321,Round Midnight,round midnight,round midnight,McCoy Tyner,c2cc8b90-d4e8-451e-93fa-622b7466cd6b
322,You and the Night and the Music,you and the night and the music,you and the night and the music,Bill Evans,f085d363-8dd7-4fd1-b5d7-fdaf6976a615
323,Hammer Head,hammer head,hammer head,Cedar Walton,7a6e04e5-1adb-496b-a003-c052d238cf80
324,Bluesville,bluesville,bluesville,Kenny Drew,0e9a33ad-3c6a-4764-a5d8-12d5b168c96a
325,Bessies Blues,bessies blues,bessies blues,Chick Corea,a90b01bb-1ef9-4fd2-afdc-25fc7642202d
326,Rejoicing,rejoicing,rejoicing,Paul Bley,61f3f04f-2f75-4f3f-ba98-31827f28e595
327,Minor Blues,minor blues,minor blues,John Hicks,1fdd8048-8500-4646-b19a-8f9e26d76640
328,For All We Know,for all we know,for all we know,Cedar Walton,86d264bb-4b9e-4055-9c0c-4eac48903491
329,Time After Time,time after time,time after time,Cedar Walton,09464a3e-6cf6-4eb9-bf13-25b5fca819e1
330,One for Helen,one for helen,one for helen,Bill Evans,94d467a6-4cd0-416e-aa05-66addb8d648f
331,Swinging Til The Girls Come Home,swinging til the girls come home,swinging til the girls come home,Wynton Kelly,9c90c1d0-2ee6-4ad1-8b0f-4acb9294c5e6
332,What Kind of Fool Am I,what kind of fool am i,what kind of fool am i,Bill Evans,bc0a1edc-171b-4bf1-ab71-030d94ed7ade
333,Lil Darlin,lil darlin,lil darlin,McCoy Tyner,f892ef46-a5e6-4624-a694-36444677cfa2
334,Joshua Fit de Battle of Jericho,joshua fit de battle of jericho,joshua fit de battle of jericho,Hampton Hawes,2b306c59-539a-49a5-8172-11ee27e45717
335,Lady Bird alternate take 2,ladybird,lady bird,Bud Powell,8ccdad12-2ee7-48dd-a862-04fd8e20efad
336,Unfair,unfair,unfair,Oscar Peterson,f6eeeddd-dc2d-4483-886a-b14161a46a42
337,Rain Check,raincheck,rain check,Ahmad Jamal,30cd5578-e1c2-4ed2-83bb-b9a613daf53b
338,Straight No Chaser,straight no chaser,straight no chaser,Kenny Barron,e67d83d7-59a8-49bd-a4af-a60e6995faeb
339,Green Dolphin Street,green dolphin street,green dolphin street,Keith Jarrett,85ffc93e-277b-4084-b49f-19a1f7c63326
340,Groovin High,whispering,whispering,Keith Jarrett,e1344570-4bd2-4859-8a97-e6716d7fbee0
341,Love You Madly,i got rhythm,i got rhythm,Tommy Flanagan,eb062e35-29f3-41ee-8eca-d388b0826075
342,Moten Swing,youre driving me crazy,you re driving me crazy,Oscar Peterson,4b417e2e-8896-4dbe-ac00-d042c7760de9
343,Sweet and Lovely,sweet and lovely,sweet and lovely,John Hicks,e92e9bc2-2be4-4f09-93b7-818a79c8a425
344,The Opener,the opener,the opener,Bill Evans,b7377fd1-67cf-4587-a4d2-9a2fba34a819
345,It Could Happen to You,it could happen to you,it could happen to you,Kenny Drew,d1070a8a-6190-49f8-a79f-3f661220b98a
346,2300 Skidoo alternate,2300 skidoo,skidoo,Herbie Nichols,f30a1bab-48b1-40fb-93fc-ff58577cc2e2
347,Nick at Ts,nick at ts,nick at ts,Herbie Nichols,b39ad61b-7791-451e-8298-22570cc12e9c
348,Tonight,tonight,tonight,Keith Jarrett,d6d025cf-f420-48ca-ae7e-6aa6a12c77e1
349,Moanin,moanin,moanin,Oscar Peterson,314fe57f-5ea4-4bda-bd5a-e6ee8f0344d0
350,Just Friends,just friends,just friends,Oscar Peterson,93a978bb-5d1d-424f-a3ff-12f9a611f6bc
351,All Of You,all of you,all of you,Oscar Peterson,7ebdc5e1-21e9-4e22-8bc7-89067811a9e8
352,Work,work,work,Thelonious Monk,fde04dc5-a16d-4fa8-88ae-022ca8f0afbd
353,Exactly Like You,exactly like you,exactly like you,Gene Harris,d4a69949-20c8-44f4-8946-39cc771d4e38
354,Heres That Rainy Day,heres that rainy day,heres that rainy day,Bill Evans,c71d8bc5-b9ec-46a2-987b-5b6831f24544
355,CroMagnon Nights alternate,cromagnon nights,cromagnon nights,Herbie Nichols,a60c0355-3f37-4b78-8f84-574e4d962f68
356,Make Someone Happy,make someone happy,make someone happy,Bill Evans,7f04a724-3fee-47cc-8df3-64397f382aae
357,The Way You Look Tonight,the way you look tonight,the way you look tonight,Keith Jarrett,ee763978-3849-4a29-bb25-198367d1f458
358,Aarp,aarp,aarp,Paul Bley,3ac3e7bd-eb60-43ec-9303-0e43575b6f77
359,Will You Still Be Mine,will you still be mine,will you still be mine,McCoy Tyner,874ae1c0-f897-4bfa-956f-3111bd415d08
360,Bye Bye Blackbird,bye bye blackbird,bye bye blackbird,Keith Jarrett,a2b64c05-f721-4bc3-bb6a-d470bf08a33c
361,Yet Neer Broken,yet neer broken,yet neer broken,Bill Evans,01d86ce9-c550-4769-a95a-0c0d84c600d5
362,Beautiful Love,beautiful love,beautiful love,Cedar Walton,1c47cab9-b096-49bf-a663-08e50eb425a0
363,Ill Wind,ill wind,ill wind,Tommy Flanagan,70762f79-ef9e-4125-b4d2-d915ddda29b8
364,Denzils Best,denzils best,denzils best,Tommy Flanagan,b4be29dc-0604-4d35-9eec-a1134ddf4d18
365,Whisper Not,whisper not,whisper not,Ahmad Jamal,dc92588c-d38a-432c-9195-03ccce38e746
366,Groovin High,whispering,whispering,Bobby Timmons,fae68312-8dc8-4d29-82d4-5b417490022c
367,April in Paris,april in paris,april in paris,Thelonious Monk,c50b1c36-eb6d-441f-ab0b-7e47d4ba938c
368,The Fantastic Vehicle,the fantastic vehicle,the fantastic vehicle,Ahmad Jamal,eec1da81-482f-4c9d-b509-f6888eabb336
369,Peris Scope,peris scope,peris scope,Bill Evans,1d09ff52-e65d-42d1-a0ff-5f4818969e8e
370,Ray Brown Suite Mvt II,ray brown suite mvt ii,ray brown suite mvt ii,Geoffrey Keezer,aa21fba1-f8fa-4bc8-b736-4bf5fa2d95bc
371,Old Devil Moon,old devil moon,old devil moon,McCoy Tyner,69b7b595-3646-4543-9d7b-220b7580365e
372,I Want to Talk About You,i want to talk about you,i want to talk about you,McCoy Tyner,aecc95af-0e18-4107-91eb-1a8430388f7c
373,Honeysuckle Rose,honeysuckle rose,honeysuckle rose,Teddy Wilson,dfee28a5-a155-4f72-8630-ce3d689dcef3
374,My Romance,my romance,my romance,Bill Evans,51f7bff7-751c-4e7d-b8b5-f2154a050ee8
375,Fly Little Bird Fly,fly little bird fly,fly little bird fly,John Hicks,e3e5bd4a-a7c4-4b49-8308-c63420605332
376,Shiny Stockings,shiny stockings,shiny stockings,Cedar Walton,1566af45-3c65-49cd-b14d-ced313db91db
377,Emily,emily,emily,Bill Evans,bff2fd47-eec5-4ea4-af45-8358a2b369af
378,Make Someone Happy,make someone happy,make someone happy,Bill Evans,1863fd83-a947-42fc-81ec-4e3be79f131f
379,Inception,inception,inception,McCoy Tyner,55301fb7-ec6a-4e36-bb87-aed5b8b4c571
380,There Is No Greater Love,no greater love,no greater love,John Hicks,52e6c99d-2681-4568-bd60-f5e00ec25728
381,Jacobs Ladder,jacobs ladder,jacobs ladder,Hank Jones,38026d54-18f5-499d-a20c-5071da15a86b
382,Ill See You in My Dreams,ill see you in my dreams,ill see you in my dreams,Lennie Tristano,6aae58f8-795a-4e93-be86-82769b8714e6
383,How About You,how about you,how about you,Bill Evans,597be228-4b30-4d1b-909d-dbe4fb57d937
384,Tea for Two,tea for two,tea for two,Thelonious Monk,d0c4f11c-3516-4cc9-b449-99f02c908f2e
385,How High the Moon,how high the moon,how high the moon,Bud Powell,01557b16-9591-46c8-9cb8-d814046ada91
386,I Get a Kick Out of You,i get a kick out of you,i get a kick out of you,Bud Powell,9882c94d-4a70-4ab9-a8aa-42adcbb44455
387,Up With the Lark,up with the lark,up with the lark,Bill Evans,a2bb66b1-ba51-4951-a07f-45c23f172160
388,What Is This Thing Called Love,what is this thing called love,what is this thing called love,Bill Evans,8a127c18-2a3d-4aa0-839d-5ed3fdcf3b4f
389,The Song Is You,the song is you,the song is you,Keith Jarrett,c7d5028b-7607-453d-8d6d-ce41d6b439a7
390,April in Paris,april in paris,april in paris,Ahmad Jamal,35b9237b-2ad6-45ef-a730-45f5cea43b21
391,The Touch of Your Lips,the touch of your lips,the touch of your lips,Bill Evans,8e554b8a-69a3-4902-bef2-44b9c532dac3
392,Skatin,skatin,skatin,Wynton Kelly,3bf1108f-de44-451e-a9c5-fb9a2376accd
393,Up With the Lark,up with the lark,up with the lark,Bill Evans,476e4749-460f-4273-ae90-7f829344ca02
394,Gone With the Wind,gone with the wind,gone with the wind,Wynton Kelly,ebf7bdc9-bb3e-4519-b438-04be072d0e38
395,Yesterdays,yesterdays,yesterdays,Hank Jones,126bab92-15b0-4eb4-9854-a6529de12314
396,Hackensack,oh lady be good,oh lady be good,Thelonious Monk,6cdce48c-9cf7-4fc0-984a-fbfb17ae260e
397,The Theme,i got rhythm,i got rhythm,Cedar Walton,7b76b048-5253-4f5d-8d01-0082d50e8e22
398,The Song Is You,the song is you,the song is you,Oscar Peterson,75dc6c68-72d2-4b6b-8f62-efaaefad1220
399,I Wish I Knew,i wish i knew,i wish i knew,Paul Bley,246ee27b-5c31-4b0c-a443-ff26319b37f2
400,Dear Heart,dear heart,dear heart,Hampton Hawes,69c8adef-d82c-460f-9c6d-f1c29b903d4d
401,Bolivar Blues,bolivar blues,bolivar blues,Paul Bley,aeb64f38-a6b6-4dd0-84b1-78d44079de01
402,Dolphin Dance,dolphin dance,dolphin dance,Bill Evans,88b120ad-a4e6-4327-a877-c785a749f918
403,Shaw Nuff,i got rhythm,i got rhythm,Bud Powell,9ec18438-eb24-4f57-a4a5-2803798fbbbe
404,Fantasy In Blue,fantasy in blue,fantasy in blue,Bud Powell,478dae9d-42a8-47fe-815d-db370f3ba213
405,Glorias Step,glorias step,glorias step,Bill Evans,b0963cd3-311d-4a7b-b475-95a94bee6830
406,Good Bait,i got rhythm,i got rhythm,Junior Mance,d4b26a19-4ca6-4dd1-babf-102b814521f0
407,The Touch of Your Lips,the touch of your lips,the touch of your lips,Bill Evans,86381970-d551-4570-b8b9-d525bab81fb5
408,Rockin in Rhythm,rockin in rhythm,rockin in rhythm,Hank Jones,6f5e62d3-ab43-44ad-9779-344649bb0903
409,Another Live One,another,another,Bobby Timmons,56202b39-81bf-4024-b9ac-efde44186e0d
410,Stella by Starlight,stella by starlight,stella by starlight,Kenny Drew,e9851153-cb6b-4dda-9624-6593880fc7b2
411,Turn Out The Stars,turn out the stars,turn out the stars,Bill Evans,043616fc-f7d3-485b-bfcb-50bf2db88843
412,I Mean You,i mean you,i mean you,Kenny Barron,689d29d1-f1be-42d0-9102-536e3affa60e
413,Teds Delight,teds delight,teds delight,John Hicks,b6c8d3b2-b8e2-4011-9011-eac864fbab98
414,Blue Hamp  Blue Bird,blue hamp blue bird,blue hamp blue bird,Hampton Hawes,c54c5497-3eb9-4c60-91a2-2be274556eba
415,Hallucinations,hallucinations,hallucinations,Keith Jarrett,d37c9542-2f66-449f-84f3-b70b84c6432b
416,Diablo,diablo,diablo,Oscar Peterson,8366cd75-9bbe-47c1-9dd1-2f66d8f3305d
417,A Stranger in Paradise,a stranger in paradise,a stranger in paradise,Kenny Drew,d131cfe3-6c01-4611-9933-1bb21b01eb54
418,Solar,solar,solar,Keith Jarrett,eb096c1a-e711-4c35-91b0-375402d2a3b0
419,Times Slimes,times slimes,times slimes,John Hicks,4d31365f-7de6-41d6-813d-5c3a22352d0e
420,One for Helen,one for helen,one for helen,Bill Evans,0e18f7fd-848b-4129-a66c-1d1b23968e54
421,Sugar Plum,sugarplum,sugar plum,Bill Evans,1788ff32-e4dd-4791-9a8a-275fb0370074
422,My Romance,my romance,my romance,Bill Evans,59af3186-ca4d-470a-ab41-796c98978e30
423,Blues Etude,blues etude,blues etude,Oscar Peterson,d6296682-ec72-4afe-9a16-31a725eb8c93
424,Blues for Ball,blues for ball,blues for ball,McCoy Tyner,743a9669-617f-4fe3-b2a7-10b34406fede
425,Beautiful Love,beautiful love,beautiful love,Bill Evans,1e895ca0-30f0-4f5e-ae91-476507685b3a
426,Lennies Place,lennies place,lennies place,Lennie Tristano,4a700da5-d316-4273-80c5-a000f8a932d1
427,Ive Never Been in Love Before,ive never been in love before,ive never been in love before,Kenny Barron,3949b9be-284f-427d-96dc-5910f754bdec
428,Work Song,work song,work song,Junior Mance,0e328835-c9e4-42c9-b34a-48fd77abe95b
429,All Of You,all of you,all of you,Bill Evans,acbb08b7-fcdd-45ee-8c9a-80be5974eb64
430,Cup Bearers,cup bearers,cup bearers,Tommy Flanagan,60337e53-6bd1-4403-b66b-46a66415ea62
431,Happy Hunting Horn,happy hunting horn,happy hunting horn,Kenny Drew,f1b5a168-2331-4e0c-9825-07974fb94009
432,Youre My Everything,youre my everything,youre my everything,Ahmad Jamal,617a2353-ddcd-4e30-af8d-4eee19dabc49
433,Love for Sale,love for sale,love for sale,Red Garland,c8b8b900-4ba3-4e4b-b2c7-7b0072549714
434,Love Letters,love letter,love letter,Kenny Drew,a4d524ba-ff60-499a-9357-7a365f8891c0
435,Lazy Bird,lazy bird,lazy bird,McCoy Tyner,09dff582-08cd-462a-bae9-cc8cd6717b26
436,Hallelujah Trail,hallelujah trail,hallelujah trail,Oscar Peterson,4c9b666d-5b08-4a7c-ae07-5ecfb1eddbed
437,My One Sin in Life,my one sin in life,my one sin in life,Kenny Barron,30895614-5d0e-4c70-9610-3deb46ba383c
438,Scratch,scratch,scratch,Tommy Flanagan,494254c5-181f-4ba1-a3dd-7e278b178bd5
439,Mode for Joe,mode for joe,mode for joe,Cedar Walton,a29122e5-01f8-4179-ab48-af6de85316da
440,Like Someone in Love,like someone in love,like someone in love,Bud Powell,cebd562d-6606-40b5-8d58-01c96609470c
441,How Are Things in Glocca Morra,how are things in glocca morra,how are things in glocca morra,Kenny Drew,d4bf5d01-d284-4224-a659-da5bbd88b365
442,Smooth Sailing,smooth sailing,smooth sailing,Tommy Flanagan,0a1cbcba-b3fa-4048-b639-d64cba2a326e
443,Joes Avenue,joes avenue,joes avenue,Wynton Kelly,7e20f0e4-e1cf-4578-8bd9-800f23ed0139
444,Woody n You,woodyn you,woody n i,Keith Jarrett,9c985c92-991f-4046-a8d7-91faf1dc96cf
445,Milestones,milestones,milestones,Bill Evans,a062c61a-d245-403c-8bf9-b8feb02e7808
446,Temperance,temperance,temperance,Wynton Kelly,79485cb4-e469-4c58-963e-79ecd47c3ff2
