,pianist,track,duration,album,composition,setting,split
642,Ahmad Jamal,jtd/jamala-softwinds-crosbyifournierv-1961-21645f01,83.01953125,Ahmad Jamal (The Complete 1961 Alhambra Performances),soft winds,trio,train
643,Kenny Drew,jtd/drewk-hushabye-jonesscobbj-1981-cc402867,79.62890625,Kenny Drew (All the Things You Are),hushabye,trio,train
644,Bill Evans,jtd/evansb-youmustbelieveinspring-gomezezigmunde-1977-38bff03e,126.83984375,Bill Evans (You Must Believe in Spring),you must believe in spring,trio,train
645,Keith Jarrett,jtd/jarrettk-oleo-peacockgdejohnettej-1993-ae79f9ec,287.76953125,Keith Jarrett (Live at Open Theater East),i got rhythm,trio,train
646,Bill Evans,jtd/evansb-ifyoucouldseeme-gomezemorellm-1974-923f6173,97.75911458333333,Bill Evans (Live in Europe II),if you could see me now,trio,train
647,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-e2bcf98d,39.98958333333333,Bill Evans (Complete Live at Ronnie Scotts 1980),my romance,trio,train
648,Kenny Drew,jtd/drewk-manymilesaway-wrightespecsc-1953-e47247c4,87.07942708333333,Kenny Drew (Kenny Drew and His Progressive Piano),many miles away,trio,train
649,Junior Mance,jtd/mancej-whispernot-cleyndertabrowns-2000-7234835b,198.0,Junior Mance (Blues Ballads and a Train),whisper not,trio,train
650,McCoy Tyner,jtd/tynerm-summertime-sharpeahayesl-1987-a6045451,109.61979166666666,McCoy Tyner (Bon Voyage),summertime,trio,train
651,Junior Mance,jtd/mancej-wee-woodejdurhamb-1994-3e3dc566,169.98958333333331,Junior Mance (Softly as in a Morning Sunrise),wee,trio,train
652,John Hicks,jtd/hicksj-rosetta-dolphindbrooksc-2003-10a63490,129.9296875,John Hicks (Fathas Day An Earl Hines Songbook),rosetta,trio,train
653,Thelonious Monk,jtd/monkt-caravan-pettifordoclarkek-1958-de606651,79.98958333333333,Thelonious Monk (The Best of Thelonious Monk),caravan,trio,train
654,Kenny Barron,jtd/barronk-beautifullove-mrazgrileyb-2009-c87abfa6,79.98958333333333,Kenny Barron (Minor Blues),beautiful love,trio,train
655,Oscar Peterson,jtd/petersono-wheatland-orstednhayesl-1971-94f2480f,162.5,Oscar Peterson (Great Connection),wheatland,trio,train
656,Keith Jarrett,jtd/jarrettk-itcouldhappentoyou-peacockgdejohnettej-1996-058a967c,239.55989583333331,Keith Jarrett (Tokyo 96),it could happen to you,trio,train
657,Thelonious Monk,jtd/monkt-nutty-mckibbonablakeya-1971-e99b4feb,139.98958333333331,Thelonious Monk (The Complete Black Lion and Vogue Recordings of Thelonious Monk),nutty,trio,train
658,Kenny Drew,jtd/drewk-illrememberapril-wrightespecsc-1953-cf0eadd8,219.12890625,Kenny Drew (Kenny Drew and His Progressive Piano),ill remember april,trio,train
659,Bill Evans,jtd/evansb-autumnleaves-gomezemorellm-1968-5fee1702,59.98958333333333,Bill Evans (Live at Art DLugoffs Top of the Gate),autumn leaves,trio,train
660,Bill Evans,jtd/evansb-yesterdays-gomezemorellm-1968-43d1c693,52.5,Bill Evans (Live at Art DLugoffs Top of the Gate),yesterdays,trio,train
661,Oscar Peterson,jtd/petersono-autumnleaves-brownrthigpene-1961-6f9187d0,106.81901041666666,Oscar Peterson (The London House Sessions),autumn leaves,trio,train
662,Teddy Wilson,jtd/wilsont-oneoclockjump-holleymdahlandern-1959-1631f89f,66.13932291666666,Teddy Wilson (And Then They Wrote),one oclock jump,trio,train
663,Kenny Drew,jtd/drewk-inyourownsweetway-rstednqueena-1990-3ab72aec,159.98958333333331,Kenny Drew (Piano Night),in your own sweet way,trio,train
664,Keith Jarrett,jtd/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,269.9895833333333,Keith Jarrett (Live at Open Theater East),in your own sweet way,trio,train
665,Bill Evans,jtd/evansb-elsa-gomezemorellm-1972-81478259,59.98958333333333,Bill Evans (Momentum),elsa,trio,train
666,Keith Jarrett,jtd/jarrettk-scrapplefromtheapple-peacockgdejohnettej-1998-258353ef,279.40885416666663,Keith Jarrett (After the Fall),i got rhythm,trio,train
667,Bill Evans,jtd/evansb-somedaymyprincewillcome-gomezemorellm-1974-426cf53f,69.72916666666666,Bill Evans (Half Moon Bay),someday my prince will come,trio,train
668,Ahmad Jamal,jtd/jamala-myfirstlovesong-nasserjlampkinc-1966-7e4a5118,116.87890625,Ahmad Jamal (Emerald City Nights Live At The Penthouse 19651966),my love song,trio,train
669,Bill Evans,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-bfd54fcf,86.46875,Bill Evans (Consecration),like someone in love,trio,train
670,Bill Evans,jtd/evansb-imgettingsentimentaloveryou-gomezemannes-1965-05ec6a48,99.64973958333333,Bill Evans (Empathy  A Simple Matter of Conviction),im getting sentimental over you,trio,train
671,Tommy Flanagan,jtd/flanagant-birdsong-lundgaardjnashl-1993-a40a9735,149.98958333333331,Tommy Flanagan (Lets Play the Music of Thad Jones),birdsong,trio,train
672,Chick Corea,jtd/coreac-veryearly-gomezemotianp-2010-8435d193,109.98958333333333,Chick Corea (Further Explorations),very early,trio,train
673,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-9737dead,29.408854166666664,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),my romance,trio,train
674,Gene Harris,jtd/brownr-equinox-harrisghamiltonj-1991-7e20d7f7,59.98958333333333,Gene Harris (3 Dimensional),equinox,trio,train
675,McCoy Tyner,jtd/tynerm-crescent-sharpeascotta-1989-e0091f6e,239.98958333333331,McCoy Tyner (Live at Sweet Basil),crescent,trio,train
676,Oscar Peterson,jtd/petersono-moanin-brownrthigpene-1961-b9abb4e9,217.46875,Oscar Peterson (The London House Sessions),moanin,trio,train
677,Bill Evans,jtd/evansb-wrapyourtroublesindreams-gomezejoep-1966-8246298a,69.98958333333333,Bill Evans (The Complete Bill Evans on Verve),wrap your troubles in dreams,trio,train
678,John Hicks,jtd/hicksj-darksidelightside-bookerwmuhammadi-1981-42071967,225.21875,John Hicks (Some Other Time),darkside lightside,trio,train
679,Thelonious Monk,jtd/monkt-honeysucklerose-pettifordoblakeya-1957-6f814215,79.27994791666666,Thelonious Monk (85th Birthday Celebration),honeysuckle rose,trio,train
680,Bill Evans,jtd/evansb-bluesinf-israelscbunkerl-1963-22dcfe38,49.98958333333333,Bill Evans (Bill Evans Trio at Shellys ManneHole Hollywood California),blues in f,trio,train
681,Oscar Peterson,jtd/petersono-teachmetonight-mrazgpricer-1970-e6cb5958,166.91927083333331,Oscar Peterson (Two Originals Walking the Line  Another Day),teach me tonight,trio,train
682,Ahmad Jamal,jtd/jamala-thebestthingforyou-crosbyifournierv-1960-028a8bd8,77.82942708333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),the best thing for you,trio,train
683,Oscar Peterson,jtd/petersono-onthetrail-orstednhayesl-1971-c7d26577,69.98958333333333,Oscar Peterson (Great Connection),on the trail,trio,train
684,Oscar Peterson,jtd/petersono-summertime-orstednhannaj-1974-00fca871,38.6796875,Oscar Peterson (Oscar Peterson in Russia),summertime,trio,train
685,Cedar Walton,jtd/waltonc-myfunnyvalentine-carterrhigginsb-1991-127df93e,69.58984375,Cedar Walton (My Funny Valentine),my funny valentine,trio,train
686,Tommy Flanagan,jtd/flanagant-outofthisworld-mrazgkayc-1977-dc958c18,158.70963541666666,Tommy Flanagan (Plays the Music of Harold Arlen),out of this world,trio,train
687,Thelonious Monk,jtd/monkt-nutty-heathpblakeya-1954-665a8e00,107.96223958333333,Thelonious Monk (Blue Monk Vol 2),nutty,trio,train
688,Ahmad Jamal,jtd/jamala-aprilinparis-crosbyifournierv-1960-b5159e62,108.52994791666666,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),april in paris,trio,train
689,Abdullah Ibrahim,jtd/ibrahima-tintinyana-gertzejntshokom-1965-6febf37f,99.98958333333333,Abdullah Ibrahim (Anatomy of a South African Village),tintinyana,trio,train
690,Bill Evans,jtd/evansb-californiahereicome-gomezejoep-1966-03fcf9e5,59.9296875,Bill Evans (The Complete Bill Evans on Verve),california here i come,trio,train
691,John Hicks,jtd/hicksj-ummg-dolphindbrooksc-1997-0704c6cd,137.32942708333331,John Hicks (A Billy Strayhorn Songbook Something to Live For),upper manhattan medical group,trio,train
692,Oscar Peterson,jtd/petersono-placesthenri-brownrthigpene-1964-0436bd76,49.98958333333333,Oscar Peterson (Canadiana Suite),place st henri,trio,train
693,Bill Evans,jtd/evansb-waltzfordebby-gomezemorellm-1974-9b89daf6,79.98958333333333,Bill Evans (Live in Europe II),waltz for debby,trio,train
694,Oscar Peterson,jtd/petersono-justsqueezeme-orstednhayesl-1971-c4507866,152.5,Oscar Peterson (Great Connection),squeeze me,trio,train
695,Keith Jarrett,jtd/jarrettk-conception-peacockgdejohnettej-1999-73141b61,309.9895833333333,Keith Jarrett (Whisper Not),conception,trio,train
696,Oscar Peterson,jtd/petersono-chicago-brownrthigpene-1961-408c6864,109.98958333333333,Oscar Peterson (The London House Sessions),chicago,trio,train
697,Cedar Walton,jtd/waltonc-strayhornmedleylushlife-williamsdfarnsworthj-2006-48f4b9e4,89.98958333333333,Cedar Walton (One Flight Down),lush life,trio,train
698,Kenny Barron,jtd/barronk-theonlyone-drummondrrileyb-1996-2d0f261a,309.6497395833333,Kenny Barron (The Perfect Set),the only one,trio,train
699,Chick Corea,jtd/coreac-spain-patituccijweckld-1989-5c5694dd,52.5,Chick Corea (Chick Corea Akoustic Band),spain,trio,train
700,Bill Evans,jtd/evansb-somedaymyprincewillcome-gomezemorellm-1969-f48fa3a7,57.75911458333333,Bill Evans (Youre Gonna Hear From Me),someday my prince will come,trio,train
701,Bill Evans,jtd/evansb-emily-gomezemorellm-1969-ea48b0a5,38.6796875,Bill Evans (Youre Gonna Hear From Me),emily,trio,train
702,Oscar Peterson,jtd/petersono-allofme-brownrthigpene-1959-a5c47a7e,116.76953125,Oscar Peterson (A Jazz Portrait of Frank Sinatra),all of me,trio,train
703,McCoy Tyner,jtd/tynerm-roundmidnight-sharpeascotta-1989-c2cc8b90,139.98958333333331,McCoy Tyner (Live at Sweet Basil),round midnight,trio,train
704,Bill Evans,jtd/evansb-youandthenightand-chamberspjoep-1958-f085d363,134.98307291666666,Bill Evans (Peace Piece and Other Pieces),you and the night and the music,trio,train
705,Kenny Drew,jtd/drewk-bluesville-wrightespecsc-1953-0e9a33ad,147.54947916666666,Kenny Drew (Kenny Drew and His Progressive Piano),bluesville,trio,train
706,Chick Corea,jtd/coreac-bessiesblues-patituccijweckld-1989-a90b01bb,76.51953125,Chick Corea (Chick Corea Akoustic Band),bessies blues,trio,train
707,John Hicks,jtd/hicksj-minorblues-dolphindbrooksc-1997-1fdd8048,109.98958333333333,John Hicks (A Billy Strayhorn Songbook Something to Live For),minor blues,trio,train
708,Cedar Walton,jtd/waltonc-timeaftertime-williamsdfarnsworthj-2006-09464a3e,199.52994791666666,Cedar Walton (One Flight Down),time after time,trio,train
709,Bill Evans,jtd/evansb-oneforhelen-gomezedejohnettej-1967-94d467a6,69.98958333333333,Bill Evans (At the Montreux Jazz Festival),one for helen,trio,train
710,Bill Evans,jtd/evansb-whatkindoffoolam-israelscbunkerl-1966-bc0a1edc,152.5,Bill Evans (The Complete Bill Evans on Verve),what kind of fool am i,trio,train
711,McCoy Tyner,jtd/tynerm-lildarlin-sharpeahayesl-1986-f892ef46,169.98958333333331,McCoy Tyner (Double Trios),lil darlin,trio,train
712,Ahmad Jamal,jtd/jamala-raincheck-crosbyifournierv-1960-30cd5578,195.65885416666666,Ahmad Jamal (Ahmad Jamal Eight Classic Albums),raincheck,trio,train
713,Keith Jarrett,jtd/jarrettk-greendolphinstreet-peacockgdejohnettej-2001-85ffc93e,246.9296875,Keith Jarrett (My Foolish Heart Live at Montreux),green dolphin street,trio,train
714,Keith Jarrett,jtd/jarrettk-groovinhigh-peacockgdejohnettej-1999-e1344570,239.98958333333331,Keith Jarrett (Whisper Not),whispering,trio,train
715,Tommy Flanagan,jtd/flanagant-loveyoumadly-washingtonpnashl-1993-eb062e35,99.98958333333333,Tommy Flanagan (Lady Be Good  for Ella),i got rhythm,trio,train
716,Oscar Peterson,jtd/petersono-motenswing-brownrthigpene-1962-4b417e2e,89.98958333333333,Oscar Peterson (Night Train),youre driving me crazy,trio,train
717,John Hicks,jtd/hicksj-sweetandlovely-dolphindbrooksc-2003-e92e9bc2,129.43880208333331,John Hicks (Fathas Day An Earl Hines Songbook),sweet and lovely,trio,train
718,Kenny Drew,jtd/drewk-itcouldhappentoyou-rstedntootiea-1974-d1070a8a,186.02994791666666,Kenny Drew (Dark Beauty),it could happen to you,trio,train
719,Keith Jarrett,jtd/jarrettk-tonight-peacockgdejohnettej-2009-d6d025cf,229.98958333333331,Keith Jarrett (Somewhere),tonight,trio,train
720,Oscar Peterson,jtd/petersono-moanin-brownrthigpene-1965-314fe57f,109.98958333333333,Oscar Peterson (Eloquence),moanin,trio,train
721,Oscar Peterson,jtd/petersono-allofyou-mrazgpricer-1970-7ebdc5e1,139.98958333333331,Oscar Peterson (Walking The Line),all of you,trio,train
722,Bill Evans,jtd/evansb-makesomeonehappy-israelscbunkerl-1966-7f04a724,98.96875,Bill Evans (The Complete Bill Evans on Verve),make someone happy,trio,train
723,Keith Jarrett,jtd/jarrettk-thewayyoulooktonight-peacockgdejohnettej-1985-ee763978,199.98958333333331,Keith Jarrett (Standards Live),the way you look tonight,trio,train
724,McCoy Tyner,jtd/tynerm-willyoustillbemine-clarkesfostera-1999-874ae1c0,159.76953125,McCoy Tyner (McCoy Tyner with Stanley Clarke and Al Foster),will you still be mine,trio,train
725,Keith Jarrett,jtd/jarrettk-byebyeblackbird-peacockgmotianp-1992-a2b64c05,257.0989583333333,Keith Jarrett (At the Deer Head Inn),bye bye blackbird,trio,train
726,Bill Evans,jtd/evansb-yetneerbroken-johnsonmlabarberaj-1980-01d86ce9,49.98958333333333,Bill Evans (The Last Waltz),yet neer broken,trio,train
727,Cedar Walton,jtd/waltonc-beautifullove-williamsbjonesw-2010-1c47cab9,136.68880208333331,Cedar Walton (Song of Delilah  The Music of Victor Young),beautiful love,trio,train
728,Tommy Flanagan,jtd/flanagant-illwind-mrazgkayc-1977-70762f79,172.5,Tommy Flanagan (Plays the Music of Harold Arlen),ill wind,trio,train
729,Ahmad Jamal,jtd/jamala-whispernot-nasserjfournierv-1965-dc92588c,78.99348958333333,Ahmad Jamal (Extensions),whisper not,trio,train
730,Thelonious Monk,jtd/monkt-aprilinparis-rameygblakeya-1949-c50b1c36,109.98958333333333,Thelonious Monk (The Complete Genius),april in paris,trio,train
731,Ahmad Jamal,jtd/jamala-thefantasticvehicle-nasserjgantf-1965-eec1da81,78.16927083333333,Ahmad Jamal (Heat Wave),the fantastic vehicle,trio,train
732,Bill Evans,jtd/evansb-perisscope-lafarosmotianp-1961-1d09ff52,129.98958333333331,Bill Evans (The Complete Riverside Recordings),peris scope,trio,train
733,Teddy Wilson,jtd/wilsont-honeysucklerose-holleymdahlandern-1959-dfee28a5,37.91927083333333,Teddy Wilson (And Then They Wrote),honeysuckle rose,trio,train
734,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-51f7bff7,36.459635416666664,Bill Evans (Consecration),my romance,trio,train
735,Bill Evans,jtd/evansb-emily-gomezemorellm-1973-bff2fd47,49.89973958333333,Bill Evans (Live In Paris 1972 Vol 3),emily,trio,train
736,Bill Evans,jtd/evansb-makesomeonehappy-israelscwisea-1965-1863fd83,89.98958333333333,Bill Evans (Bill Evans at Town Hall Volume 1),make someone happy,trio,train
737,McCoy Tyner,jtd/tynerm-inception-davisajonese-1962-55301fb7,122.5,McCoy Tyner (Inception  Reaching Fourth),inception,trio,train
738,John Hicks,jtd/hicksj-thereisnogreaterlove-drummondrsmittym-1993-52e6c99d,218.0,John Hicks (Beyond Expectations),no greater love,trio,train
739,Bill Evans,jtd/evansb-howaboutyou-gomezedejohnettej-1967-597be228,69.98958333333333,Bill Evans (Some Other Time The Lost Session From the Black Forest),how about you,trio,train
740,Bill Evans,jtd/evansb-upwiththelark-johnsonmlabarberaj-1980-a2bb66b1,87.62890625,Bill Evans (Consecration),up with the lark,trio,train
741,Bill Evans,jtd/evansb-whatisthisthingcalled-israelscbunkerl-1961-8a127c18,47.82942708333333,Bill Evans (The Complete Riverside Recordings),what is this thing called love,trio,train
742,Keith Jarrett,jtd/jarrettk-thesongisyou-peacockgdejohnettej-1986-c7d5028b,69.98958333333333,Keith Jarrett (Still Live),the song is you,trio,train
743,Ahmad Jamal,jtd/jamala-aprilinparis-crosbyifournierv-1961-35b9237b,106.83984375,Ahmad Jamal (Ahmad Jamal at the Blackhawk),april in paris,trio,train
744,Bill Evans,jtd/evansb-upwiththelark-johnsonmlabarberaj-1980-476e4749,48.9296875,Bill Evans (The Last Waltz),up with the lark,trio,train
745,Hank Jones,jtd/hollandd-yesterdays-joneshhigginsb-1989-126bab92,109.98958333333333,Hank Jones (The Oracle),yesterdays,trio,train
746,Thelonious Monk,jtd/monkt-hackensack-mckibbonablakeya-1971-6cdce48c,219.84895833333331,Thelonious Monk (The Complete Black Lion and Vogue Recordings of Thelonious Monk),oh lady be good,trio,train
747,Cedar Walton,jtd/waltonc-thetheme-williamsdhigginsb-1992-7b76b048,128.64973958333331,Cedar Walton (Manhattan Afternoon),i got rhythm,trio,train
748,Oscar Peterson,jtd/petersono-thesongisyou-brownrthigpene-1959-75dc6c68,99.98958333333333,Oscar Peterson (Oscar Peterson Plays the Jerome Kern Songbook),the song is you,trio,train
749,Bill Evans,jtd/evansb-gloriasstep-gomezemorellm-1974-b0963cd3,109.98958333333333,Bill Evans (Complete Fantasy Recordings),glorias step,trio,train
750,Junior Mance,jtd/mancej-goodbait-thompsondalleynea-1997-d4b26a19,187.0,Junior Mance (Milestones),i got rhythm,trio,train
751,Hank Jones,jtd/jonesh-rockininrhythm-brownrsmithj-1989-6f5e62d3,109.98958333333333,Hank Jones (The Touch),rockin in rhythm,trio,train
752,Kenny Drew,jtd/drewk-stellabystarlight-russellcblakeya-1951-e9851153,59.98958333333333,Kenny Drew (Howard McGhee  Introducing The Kenny Drew Trio),stella by starlight,trio,train
753,Bill Evans,jtd/evansb-turnoutthestars-gomezemorellm-1972-043616fc,59.98958333333333,Bill Evans (Momentum),turn out the stars,trio,train
754,Kenny Barron,jtd/barronk-imeanyou-carterrcobhamb-2003-689d29d1,189.359375,Kenny Barron (Live in Japan 2003),i mean you,trio,train
755,John Hicks,jtd/hicksj-tedsdelight-lundycmuhammadi-1987-b6c8d3b2,168.86979166666666,John Hicks (Ill Give You Something to Remember Me By),teds delight,trio,train
756,Keith Jarrett,jtd/jarrettk-hallucinations-peacockgdejohnettej-1999-d37c9542,209.88932291666666,Keith Jarrett (Whisper Not),hallucinations,trio,train
757,Kenny Drew,jtd/drewk-astrangerinparadise-rstedntootiea-1974-d131cfe3,129.98958333333331,Kenny Drew (If You Could See Me Now),a stranger in paradise,trio,train
758,John Hicks,jtd/hicksj-timesslimes-mrazgmuhammadi-1997-4d31365f,179.72916666666666,John Hicks (Newklear Music),times slimes,trio,train
759,Bill Evans,jtd/evansb-oneforhelen-israelscwisea-1966-0e18f7fd,36.9296875,Bill Evans (The Complete Bill Evans on Verve),one for helen,trio,train
760,Bill Evans,jtd/evansb-sugarplum-gomezemorellm-1969-1788ff32,42.5,Bill Evans (A Jazz Hour With Bill Evans Autumn Leaves),sugarplum,trio,train
761,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-59af3186,39.01953125,Bill Evans (Consecration),my romance,trio,train
762,Oscar Peterson,jtd/petersono-bluesetude-jonesshayesl-1966-d6296682,109.98958333333333,Oscar Peterson (Blues Etude),blues etude,trio,train
763,Bill Evans,jtd/evansb-beautifullove-gomezemorellm-1975-1e895ca0,79.75,Bill Evans (My Foolish Heart),beautiful love,trio,train
764,Kenny Barron,jtd/barronk-iveneverbeeninlove-mrazgrileyb-2009-3949b9be,122.5,Kenny Barron (Minor Blues),ive never been in love before,trio,train
765,Bill Evans,jtd/evansb-allofyou-gomezezigmunde-1976-acbb08b7,126.41927083333333,Bill Evans (The Paris Concert),all of you,trio,train
766,Tommy Flanagan,jtd/flanagant-cupbearers-mrazgjonese-1978-60337e53,108.09895833333333,Tommy Flanagan (Confirmation),cup bearers,trio,train
767,Kenny Drew,jtd/drewk-happyhuntinghorn-warewjoep-1957-f1b5a168,139.11979166666666,Kenny Drew (Pal Joey),happy hunting horn,trio,train
768,Ahmad Jamal,jtd/jamala-youremyeverything-nasserjgantf-1970-617a2353,159.82942708333331,Ahmad Jamal (The Awakening),youre my everything,trio,train
769,Kenny Drew,jtd/drewk-loveletters-rstedntootiea-1974-a4d524ba,129.96875,Kenny Drew (Dark Beauty),love letter,trio,train
770,McCoy Tyner,jtd/tynerm-lazybird-davissjonese-1962-09dff582,94.0,McCoy Tyner (Inception  Reaching Fourth),lazy bird,trio,train
771,Oscar Peterson,jtd/petersono-hallelujahtrail-orstednhannaj-1974-4c9b666d,39.98958333333333,Oscar Peterson (Oscar Peterson in Russia),hallelujah trail,trio,train
772,Kenny Barron,jtd/barronk-myonesininlife-reidrwaitsf-1984-30895614,119.98958333333333,Kenny Barron (New York Attitude),my one sin in life,trio,train
773,Cedar Walton,jtd/waltonc-modeforjoe-williamsdhigginsb-1986-a29122e5,89.98958333333333,Cedar Walton (Up Front),mode for joe,trio,train
774,Kenny Drew,jtd/drewk-howarethingsinglocca-vindingmthigpene-1981-d4bf5d01,129.98958333333331,Kenny Drew (Your Soft Eyes),how are things in glocca morra,trio,train
775,Tommy Flanagan,jtd/flanagant-smoothsailing-washingtonpnashl-1993-0a1cbcba,89.98958333333333,Tommy Flanagan (Lady Be Good  for Ella),smooth sailing,trio,train
776,Keith Jarrett,jtd/jarrettk-woodynyou-peacockgdejohnettej-1990-9c985c92,197.89973958333331,Keith Jarrett (The Cure),woodyn you,trio,train
777,Bill Evans,jtd/evansb-milestones-lafarosmotianp-1961-a062c61a,149.98958333333331,Bill Evans (12 Classic Albums 1956  1962),milestones,trio,train
778,Stanley Cowell,jtd/cowells-celia-mcclurercopelandk-1989-e0a577f6,199.75911458333331,Stanley Cowell (Sienna),i got rhythm,trio,train
779,Ahmad Jamal,jtd/jamala-poorbutterfly-crosbyifournierv-1958-94f90cba,52.5,Ahmad Jamal (Complete Live at the Pershing Lounge 1958),poor butterfly,trio,train
780,Kenny Drew,jtd/drewk-allblues-rstedntootiea-1974-2754da55,202.5,Kenny Drew (Dark Beauty),all blues,trio,train
781,Chick Corea,jtd/coreac-bluesconnotation-hollanddaltschulb-1970-e47ebd35,229.41927083333331,Chick Corea (The Beginning),blues connotation,trio,train
782,Brad Mehldau,jtd/mehldaub-cta-grenadierlballardj-2006-9cdbc460,427.9296875,Brad Mehldau (Brad Mehldau Trio Live),i got rhythm,trio,train
783,McCoy Tyner,jtd/tynerm-vibrationblues-lewishwaitsf-1969-90bbb979,199.71875,McCoy Tyner (Cosmos),vibration blues,trio,train
784,Bill Evans,jtd/evansb-turnoutthestars-johnsonmlabarberaj-1980-c9ebbb22,99.98958333333333,Bill Evans (Consecration),turn out the stars,trio,train
785,Junior Mance,jtd/mancej-thiscantbelove-mayewilliamsj-1998-4b96584d,92.5,Junior Mance (Nadja),this cant be love,trio,train
786,Ahmad Jamal,jtd/jamala-milan-cammackjmuhammadi-2004-16ff9b1f,122.5,Ahmad Jamal (After Fajr),milan,trio,train
787,John Hicks,jtd/hicksj-somethinghappens-dolphindbrooksc-1997-882f3c88,155.88932291666666,John Hicks (Nightwind An Erroll Garner Songbook),something happens,trio,train
788,Gene Harris,jtd/brownr-jada-harrisghamiltonj-1991-715d67dd,66.7890625,Gene Harris (3 Dimensional),jada,trio,train
789,Keith Jarrett,jtd/jarrettk-autumnleaves-peacockgdejohnettej-1996-b7c8a2ad,258.86979166666663,Keith Jarrett (Tokyo 96),autumn leaves,trio,train
790,Ahmad Jamal,jtd/jamala-likesomeoneinlove-nasserjfournierv-1966-c56d6b55,49.859375,Ahmad Jamal (Emerald City Nights Live At The Penthouse 19651966),like someone in love,trio,train
791,Bill Evans,jtd/evansb-youandthenightand-johnsonmlabarberaj-1980-3ae60add,138.69921875,Bill Evans (Consecration),you and the night and the music,trio,train
792,Bill Evans,jtd/evansb-peaudouce-gomezezigmunde-1974-6faeba3c,59.98958333333333,Bill Evans (Complete Fantasy Recordings),peau douce,trio,train
793,Bill Evans,jtd/evansb-billshittune-johnsonmlabarberaj-1980-0f9d3126,79.51953125,Bill Evans (His Last Concert in Germany),bills hit tune,trio,train
794,Gene Harris,jtd/brownr-thingsaintwhattheyused-harrisghamiltonj-1989-5e0e24a1,176.37890625,Gene Harris (Black Orpheus),things aint what they used to be,trio,train
795,Bill Evans,jtd/evansb-asleepinbee-johnsonmlabarberaj-1980-5017b6c7,39.98958333333333,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),sleepin bee,trio,train
796,Bill Evans,jtd/evansb-deedido-israelscbunkerl-1966-08462a7b,39.98958333333333,Bill Evans (The Complete Bill Evans on Verve),deed i do,trio,train
797,Kenny Drew,jtd/drewk-inyourownsweetway-rstedntootiea-1974-04183a60,139.98958333333331,Kenny Drew (If You Could See Me Now),in your own sweet way,trio,train
798,McCoy Tyner,jtd/tynerm-upgainstthewall-sharpeascotta-1991-ad91193c,159.98958333333331,McCoy Tyner (Remembering John),up gainst the wall,trio,train
799,Oscar Peterson,jtd/petersono-thatoldblackmagic-brownrthigpene-1959-31e63b51,59.59895833333333,Oscar Peterson (Oscar Peterson Plays the Harold Arlen Song Book),that old black magic,trio,train
800,Cedar Walton,jtd/waltonc-offminor-williamsdhigginsb-1985-fc98bff7,329.9895833333333,Cedar Walton (The Trio Volume 2),off minor,trio,train
801,Junior Mance,jtd/mancej-holymama-riveramlaroccas-1977-9983c9b5,152.5,Junior Mance (Holy Mama),holy mama,trio,train
802,McCoy Tyner,jtd/tynerm-yousteppedoutofa-sharpeahayesl-1987-2b853f34,98.69921875,McCoy Tyner (Bon Voyage),you stepped out of a dream,trio,train
803,Bill Evans,jtd/evansb-five-gomezedejohnettej-1967-e3a24b59,32.5,Bill Evans (Another Time  The Hilversum Concert),five,trio,train
804,Hank Jones,jtd/jonesh-alansallies-duviviergdawsona-1978-5bcff2d1,66.95182291666666,Hank Jones (Compassion),alans allies,trio,train
805,Bill Evans,jtd/evansb-whocaniturnto-gomezemorellm-1972-4e94efd3,38.729166666666664,Bill Evans (Momentum),who can i turn to,trio,train
806,Keith Jarrett,jtd/jarrettk-momentsnotice-peacockgdejohnettej-1998-357ce0e7,109.98958333333333,Keith Jarrett (After the Fall),moments notice,trio,train
807,Abdullah Ibrahim,jtd/ibrahima-duke88-mclaurinemag-1995-cd8a1390,48.96875,Abdullah Ibrahim (Yarona),duke,trio,train
808,Oscar Peterson,jtd/petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,58.998697916666664,Oscar Peterson (The Best of Oscar Peterson Trio),back home again in indiana,trio,train
809,Oscar Peterson,jtd/petersono-tangerine-brownrthigpene-1964-73f267b6,118.90885416666666,Oscar Peterson (Affinity),tangerine,trio,train
810,Bill Evans,jtd/evansb-myheartstoodstill-chamberspjoep-1958-ad0a04fb,169.27994791666666,Bill Evans (Peace Piece and Other Pieces),my heart stood still,trio,train
811,Cedar Walton,jtd/waltonc-ididntknowwhattime-dumastpenlandr-1979-28cbeeb4,189.79947916666666,Cedar Walton (Charmed Circle Live at the Keystone Korner),i didnt know what time it was,trio,train
812,Bill Evans,jtd/evansb-californiahereicome-gomezejoep-1966-0a6c5b01,49.98958333333333,Bill Evans (The Complete Bill Evans on Verve),california here i come,trio,train
